Name,Username,Role,AttendeeType,First join,Last leave,Total time,Joins
,uq5439096,Participant,Integration,9/6/2021 9:18,9/6/2021 10:53,1:32:56,5
,prkg.vdohk,Moderator,Integration,9/6/2021 9:20,9/6/2021 10:53,1:33:10,1
,ik5339247,Participant,Integration,9/6/2021 9:21,9/6/2021 10:53,1:31:29,1
,dd4131358,Participant,Integration,9/6/2021 9:22,9/6/2021 10:53,1:30:51,1
,qn5337354,Participant,Integration,9/6/2021 9:22,9/6/2021 10:53,1:30:27,2
,id5339207,Participant,Integration,9/6/2021 9:24,9/6/2021 10:53,1:29:01,1
,pd5335091,Participant,Integration,9/6/2021 9:24,9/6/2021 10:53,1:29:03,1
,uv5437419,Participant,Integration,9/6/2021 9:25,9/6/2021 10:52,1:26:56,2
,vk5430691,Participant,Integration,9/6/2021 9:25,9/6/2021 10:53,1:27:31,1
,nd5436650,Participant,Integration,9/6/2021 9:26,9/6/2021 10:53,1:27:12,2
,vd4234931,Participant,Integration,9/6/2021 9:27,9/6/2021 10:53,1:26:02,1
,id5430444,Participant,Integration,9/6/2021 9:27,9/6/2021 10:53,1:25:59,1
,di5330426,Participant,Integration,9/6/2021 9:28,9/6/2021 10:53,1:24:55,3
,id5334096,Participant,Integration,9/6/2021 9:28,9/6/2021 10:53,1:25:07,1
,vv5337185,Participant,Integration,9/6/2021 9:29,9/6/2021 10:53,1:23:28,1
,pd4234138,Participant,Integration,9/6/2021 9:30,9/6/2021 10:53,1:20:26,2
,dd5335305,Participant,Integration,9/6/2021 9:30,9/6/2021 10:53,1:22:47,1
,pd5335375,Participant,Integration,9/6/2021 9:30,9/6/2021 10:53,1:22:59,1
,um4238691,Participant,Integration,9/6/2021 9:30,9/6/2021 10:53,1:22:32,1
,dd4234734,Participant,Integration,9/6/2021 9:31,9/6/2021 10:54,1:23:17,1
,gd5335688,Participant,Integration,9/6/2021 9:31,9/6/2021 10:52,1:20:47,1
,id5435288,Participant,Integration,9/6/2021 9:32,9/6/2021 11:18,1:46:02,1
,dd5435233,Participant,Integration,9/6/2021 9:32,9/6/2021 10:53,1:20:24,1
,vd4537084,Participant,Integration,9/6/2021 9:33,9/6/2021 10:56,1:23:17,1
,kd4235891,Participant,Integration,9/6/2021 9:34,9/6/2021 10:53,1:19:13,1
,vd4235018,Participant,Integration,9/6/2021 9:36,9/6/2021 10:53,1:16:31,1
,qd4135575,Participant,Integration,9/6/2021 9:39,9/6/2021 10:43,0:37:57,5
,id4133064,Participant,Integration,9/6/2021 9:40,9/6/2021 10:54,1:13:57,1
,dd5334817,Participant,Integration,9/6/2021 9:41,9/6/2021 10:53,1:11:47,1
,id4938300,Participant,Integration,9/6/2021 9:46,9/6/2021 10:53,1:06:55,1
,op4235616,Participant,Integration,9/6/2021 10:06,9/6/2021 10:53,0:47:15,1
,od4234676,Participant,Integration,9/6/2021 10:25,9/6/2021 10:53,0:27:54,1
