Name,Username,Role,AttendeeType,First join,Last leave,Total time,Joins
,pd5335091,Participant,Integration,9/13/2021 9:15,9/13/2021 10:52,1:36:28,1
,prkg.vdohk,Moderator,Integration,9/13/2021 9:16,9/13/2021 10:52,1:35:29,1
,id5435288,Participant,Integration,9/13/2021 9:23,9/13/2021 11:25,2:01:49,1
,ik5339247,Participant,Integration,9/13/2021 9:24,9/13/2021 10:51,1:27:45,1
,dd4131358,Participant,Integration,9/13/2021 9:24,9/13/2021 11:23,1:59:03,1
,ed5334189,Participant,Integration,9/13/2021 9:24,9/13/2021 10:53,1:27:37,3
,uv5437419,Participant,Integration,9/13/2021 9:25,9/13/2021 10:51,1:26:22,1
,id5430444,Participant,Integration,9/13/2021 9:25,9/13/2021 10:52,1:26:14,2
,pd4234138,Participant,Integration,9/13/2021 9:25,9/13/2021 10:52,1:26:12,1
,pd5335375,Participant,Integration,9/13/2021 9:26,9/13/2021 10:52,1:26:11,1
,nd5436650,Participant,Integration,9/13/2021 9:26,9/13/2021 10:52,1:25:36,2
,id5334096,Participant,Integration,9/13/2021 9:27,9/13/2021 10:52,1:24:05,2
,vd4234931,Participant,Integration,9/13/2021 9:27,9/13/2021 10:52,1:24:25,1
,uq5439096,Participant,Integration,9/13/2021 9:27,9/13/2021 10:52,1:24:42,1
,di5330426,Participant,Integration,9/13/2021 9:28,9/13/2021 10:52,1:24:35,1
,qn5337354,Participant,Integration,9/13/2021 9:29,9/13/2021 10:51,1:22:39,1
,id5339207,Participant,Integration,9/13/2021 9:29,9/13/2021 10:51,1:22:16,1
,dd5435233,Participant,Integration,9/13/2021 9:30,9/13/2021 10:52,1:21:05,1
,gd5335688,Participant,Integration,9/13/2021 9:31,9/13/2021 10:52,1:20:27,1
,dd5334817,Participant,Integration,9/13/2021 9:31,9/13/2021 10:51,1:20:14,1
,vv5337185,Participant,Integration,9/13/2021 9:32,9/13/2021 10:51,1:19:36,1
,dd5335305,Participant,Integration,9/13/2021 9:32,9/13/2021 10:51,1:19:18,1
,id5330394,Participant,Integration,9/13/2021 9:34,9/13/2021 10:52,1:16:47,4
,qd4135575,Participant,Integration,9/13/2021 9:36,9/13/2021 10:53,1:07:21,5
,dd4234734,Participant,Integration,9/13/2021 9:37,9/13/2021 10:53,1:15:45,2
,um4238691,Participant,Integration,9/13/2021 9:37,9/13/2021 10:52,1:14:05,1
,vk5430691,Participant,Integration,9/13/2021 9:40,9/13/2021 10:52,1:12:10,1
,id4133064,Participant,Integration,9/13/2021 9:44,9/13/2021 10:52,1:07:19,3
,kd4235891,Participant,Integration,9/13/2021 9:45,9/13/2021 10:52,1:06:37,1
,od4234676,Participant,Integration,9/13/2021 9:51,9/13/2021 10:52,0:59:35,4
