Name,Username,Role,AttendeeType,First join,Last leave,Total time,Joins
,vd4130995,Participant,Integration,8/26/2021 9:53,8/26/2021 10:54,1:01:32,1
,prkg.vdohk,Moderator,Integration,8/26/2021 9:53,8/26/2021 10:55,1:01:42,1
,dv4135517,Participant,Integration,8/26/2021 9:54,8/26/2021 10:55,1:00:16,1
,pd4032315,Participant,Integration,8/26/2021 9:56,8/26/2021 11:07,1:09:46,3
,ev4136307,Participant,Integration,8/26/2021 9:57,8/26/2021 10:55,0:57:14,1
,pd4039515,Participant,Integration,8/26/2021 9:58,8/26/2021 10:54,0:55:55,1
,dp4243232,Participant,Integration,8/26/2021 9:59,8/26/2021 10:55,0:55:43,1
,rp4531436,Participant,Integration,8/26/2021 9:59,8/26/2021 10:55,0:56:09,1
,bt4034812,Participant,Integration,8/26/2021 9:59,8/26/2021 10:54,0:55:09,1
,pd4037567,Participant,Integration,8/26/2021 10:00,8/26/2021 10:55,0:54:42,1
,vc4031009,Participant,Integration,8/26/2021 10:00,8/26/2021 10:55,0:54:38,1
,qd4937771,Participant,Integration,8/26/2021 10:00,8/26/2021 10:54,0:53:55,1
,np4939521,Participant,Integration,8/26/2021 10:01,8/26/2021 10:55,0:53:39,1
,dl4131651,Participant,Integration,8/26/2021 10:01,8/26/2021 10:55,0:53:19,1
,pd4034697,Participant,Integration,8/26/2021 10:01,8/26/2021 10:55,0:53:18,1
,pd4137349,Participant,Integration,8/26/2021 10:02,8/26/2021 10:55,0:53:17,1
,dk4139219,Participant,Integration,8/26/2021 10:02,8/26/2021 10:54,0:52:42,1
,dn4138235,Participant,Integration,8/26/2021 10:02,8/26/2021 10:54,0:43:50,2
,pp4231214,Participant,Integration,8/26/2021 10:03,8/26/2021 10:55,0:52:04,2
,ws4236779,Participant,Integration,8/26/2021 10:03,8/26/2021 10:56,0:52:04,4
,dd4135406,Participant,Integration,8/26/2021 10:03,8/26/2021 10:55,0:51:26,1
,ql4932921,Participant,Integration,8/26/2021 10:03,8/26/2021 10:54,0:50:50,1
,pd4943963,Participant,Integration,8/26/2021 10:03,8/26/2021 10:55,0:51:18,1
,dd4038512,Participant,Integration,8/26/2021 10:04,8/26/2021 10:54,0:50:41,1
,pb4932040,Participant,Integration,8/26/2021 10:05,8/26/2021 10:54,0:49:06,1
,pv4135009,Participant,Integration,8/26/2021 10:05,8/26/2021 10:54,0:49:03,1
,pg4847363,Participant,Integration,8/26/2021 10:05,8/26/2021 10:55,0:49:19,1
,uf4943308,Participant,Integration,8/26/2021 10:06,8/26/2021 10:58,0:51:34,1
,le4035217,Participant,Integration,8/26/2021 10:06,8/26/2021 10:55,0:47:36,2
,pp4931424,Participant,Integration,8/26/2021 10:09,8/26/2021 10:54,0:45:58,1
,bd4134214,Participant,Integration,8/26/2021 10:13,8/26/2021 10:54,0:40:54,2
,vh4037572,Participant,Integration,8/26/2021 10:37,8/26/2021 10:55,0:17:01,3
,id4035504,Participant,Integration,8/26/2021 10:46,8/26/2021 10:58,0:12:36,1
