Name,Username,Role,AttendeeType,First join,Last leave,Total time,Joins
,pd4039515,Participant,Integration,8/29/2021 9:51,8/29/2021 10:53,0:56:13,2
,prkg.vdohk,Moderator,Integration,8/29/2021 9:54,8/29/2021 10:53,0:59:17,1
,qd4937771,Participant,Integration,8/29/2021 9:55,8/29/2021 10:53,0:58:10,1
,pd4032315,Participant,Integration,8/29/2021 9:56,8/29/2021 10:53,0:57:05,3
,dv4135517,Participant,Integration,8/29/2021 9:56,8/29/2021 10:53,0:57:06,1
,dd4135406,Participant,Integration,8/29/2021 9:57,8/29/2021 10:53,0:55:58,2
,np4939521,Participant,Integration,8/29/2021 9:59,8/29/2021 10:53,0:53:58,1
,rp4531436,Participant,Integration,8/29/2021 9:59,8/29/2021 10:53,0:54:23,1
,id4035504,Participant,Integration,8/29/2021 9:59,8/29/2021 10:54,0:52:24,6
,pg4847363,Participant,Integration,8/29/2021 10:00,8/29/2021 10:53,0:52:10,3
,ev4136307,Participant,Integration,8/29/2021 10:00,8/29/2021 10:53,0:52:21,1
,dp4243232,Participant,Integration,8/29/2021 10:00,8/29/2021 10:03,0:02:16,1
,pd4943963,Participant,Integration,8/29/2021 10:00,8/29/2021 10:53,0:52:44,1
,ql4932921,Participant,Integration,8/29/2021 10:01,8/29/2021 10:53,0:52:17,1
,le4035217,Participant,Integration,8/29/2021 10:01,8/29/2021 10:53,0:52:07,1
,bt4034812,Participant,Integration,8/29/2021 10:01,8/29/2021 10:53,0:51:43,1
,pd4137349,Participant,Integration,8/29/2021 10:01,8/29/2021 10:53,0:51:36,1
,dk4139219,Participant,Integration,8/29/2021 10:02,8/29/2021 10:53,0:50:54,2
,dd4038512,Participant,Integration,8/29/2021 10:02,8/29/2021 10:44,0:41:23,1
,vc4031009,Participant,Integration,8/29/2021 10:03,8/29/2021 10:53,0:50:42,1
,pv4135009,Participant,Integration,8/29/2021 10:03,8/29/2021 10:53,0:49:57,1
,pb4932040,Participant,Integration,8/29/2021 10:04,8/29/2021 10:53,0:48:32,1
,pp4231214,Participant,Integration,8/29/2021 10:05,8/29/2021 10:58,0:53:08,1
,bd4134214,Participant,Integration,8/29/2021 10:05,8/29/2021 10:53,0:47:38,1
,dl4131651,Participant,Integration,8/29/2021 10:05,8/29/2021 10:53,0:48:02,1
,dn4138235,Participant,Integration,8/29/2021 10:06,8/29/2021 10:53,0:47:06,1
,ws4236779,Participant,Integration,8/29/2021 10:07,8/29/2021 10:53,0:46:28,1
,uf4943308,Participant,Integration,8/29/2021 10:07,8/29/2021 11:58,1:50:57,1
,pp4931424,Participant,Integration,8/29/2021 10:10,8/29/2021 10:53,0:43:10,1
,pd4034697,Participant,Integration,8/29/2021 10:11,8/29/2021 10:53,0:34:25,2
,vh4037572,Participant,Integration,8/29/2021 10:26,8/29/2021 10:53,0:24:32,3
