Name,Username,Role,AttendeeType,First join,Last leave,Total time,Joins
,prkg.vdohk,Moderator,Integration,8/17/2021 9:54,8/17/2021 10:54,1:00:08,1
,vd4130995,Participant,Integration,8/17/2021 9:55,8/17/2021 10:52,0:57:17,1
,qd4937771,Participant,Integration,8/17/2021 9:56,8/17/2021 10:52,0:56:21,1
,le4035217,Participant,Integration,8/17/2021 9:58,8/17/2021 10:52,0:54:16,1
,pd4137349,Participant,Integration,8/17/2021 9:59,8/17/2021 10:52,0:53:19,1
,dn4232885,Participant,Integration,8/17/2021 9:59,8/17/2021 10:52,0:53:12,1
,dp4243232,Participant,Integration,8/17/2021 9:59,8/17/2021 10:52,0:52:50,1
,dd4135406,Participant,Integration,8/17/2021 9:59,8/17/2021 10:52,0:52:42,1
,pd4039515,Participant,Integration,8/17/2021 10:00,8/17/2021 10:52,0:52:24,1
,bt4034812,Participant,Integration,8/17/2021 10:00,8/17/2021 10:52,0:52:19,1
,dd4038512,Participant,Integration,8/17/2021 10:00,8/17/2021 10:53,0:53:13,1
,dv4135517,Participant,Integration,8/17/2021 10:00,8/17/2021 10:52,0:52:12,1
,np4939521,Participant,Integration,8/17/2021 10:00,8/17/2021 10:52,0:51:57,1
,dn4138235,Participant,Integration,8/17/2021 10:00,8/17/2021 10:52,0:51:50,1
,pp4931424,Participant,Integration,8/17/2021 10:01,8/17/2021 10:52,0:51:26,1
,pp4231214,Participant,Integration,8/17/2021 10:01,8/17/2021 10:52,0:51:26,1
,ev4136307,Participant,Integration,8/17/2021 10:01,8/17/2021 10:52,0:51:10,1
,ud4844155,Participant,Integration,8/17/2021 10:01,8/17/2021 10:52,0:51:06,1
,dk4139219,Participant,Integration,8/17/2021 10:02,8/17/2021 10:52,0:50:31,1
,bd4134214,Participant,Integration,8/17/2021 10:02,8/17/2021 10:52,0:50:01,1
,pd4037567,Participant,Integration,8/17/2021 10:04,8/17/2021 10:52,0:48:07,1
,vc4031009,Participant,Integration,8/17/2021 10:05,8/17/2021 10:52,0:47:34,1
,vh4037572,Participant,Integration,8/17/2021 10:05,8/17/2021 10:52,0:47:43,1
,id4035504,Participant,Integration,8/17/2021 10:05,8/17/2021 10:53,0:47:43,1
,ws4236779,Participant,Integration,8/17/2021 10:06,8/17/2021 10:52,0:46:24,1
,ql4932921,Participant,Integration,8/17/2021 10:07,8/17/2021 10:52,0:45:05,1
,pv4135009,Participant,Integration,8/17/2021 10:09,8/17/2021 10:52,0:42:58,2
,uf4943308,Participant,Integration,8/17/2021 10:16,8/17/2021 10:53,0:33:35,4
