Name,Username,Role,AttendeeType,First join,Last leave,Total time,Joins
,vd4130995,Participant,Integration,8/19/2021 9:51,8/19/2021 10:53,1:01:46,1
,np4939521,Participant,Integration,8/19/2021 9:55,8/19/2021 10:53,0:58:41,1
,dv4135517,Participant,Integration,8/19/2021 9:56,8/19/2021 10:56,0:59:27,1
,uf4943308,Participant,Integration,8/19/2021 9:58,8/19/2021 12:55,2:56:21,1
,dd4135406,Participant,Integration,8/19/2021 9:58,8/19/2021 10:53,0:54:57,2
,pd4943963,Participant,Integration,8/19/2021 9:58,8/19/2021 10:53,0:54:35,2
,le4035217,Participant,Integration,8/19/2021 9:59,8/19/2021 10:53,0:54:47,1
,ev4136307,Participant,Integration,8/19/2021 9:59,8/19/2021 10:53,0:53:36,1
,dp4243232,Participant,Integration,8/19/2021 10:00,8/19/2021 10:53,0:53:42,1
,rp4531436,Participant,Integration,8/19/2021 10:00,8/19/2021 10:54,0:53:02,2
,bt4034812,Participant,Integration,8/19/2021 10:00,8/19/2021 10:53,0:53:23,1
,pd4032315,Participant,Integration,8/19/2021 10:00,8/19/2021 10:54,0:52:44,3
,qd4937771,Participant,Integration,8/19/2021 10:00,8/19/2021 10:54,0:53:52,1
,pd4037567,Participant,Integration,8/19/2021 10:00,8/19/2021 10:53,0:52:43,1
,bd4134214,Participant,Integration,8/19/2021 10:00,8/19/2021 10:53,0:44:54,2
,pd4137349,Participant,Integration,8/19/2021 10:00,8/19/2021 11:32,1:31:28,2
,prkg.vdohk,Moderator,Integration,8/19/2021 10:01,8/19/2021 10:55,0:54:39,1
,pd4039515,Participant,Integration,8/19/2021 10:01,8/19/2021 10:53,0:52:30,1
,ud4844155,Participant,Integration,8/19/2021 10:01,8/19/2021 10:54,0:52:35,1
,pd4034697,Participant,Integration,8/19/2021 10:01,8/19/2021 10:53,0:52:16,1
,vh4037572,Participant,Integration,8/19/2021 10:01,8/19/2021 10:59,0:54:29,6
,ws4236779,Participant,Integration,8/19/2021 10:02,8/19/2021 10:53,0:51:26,1
,pg4847363,Participant,Integration,8/19/2021 10:02,8/19/2021 10:53,0:51:04,1
,ql4932921,Participant,Integration,8/19/2021 10:04,8/19/2021 10:53,0:49:27,1
,dn4138235,Participant,Integration,8/19/2021 10:05,8/19/2021 10:53,0:48:51,1
,dd4038512,Participant,Integration,8/19/2021 10:05,8/19/2021 10:54,0:48:38,2
,dn4232885,Participant,Integration,8/19/2021 10:05,8/19/2021 10:53,0:48:23,1
,pp4931424,Participant,Integration,8/19/2021 10:05,8/19/2021 10:53,0:48:10,1
,pp4231214,Participant,Integration,8/19/2021 10:06,8/19/2021 10:54,0:48:47,1
,vc4031009,Participant,Integration,8/19/2021 10:15,8/19/2021 10:53,0:38:43,1
