Name,Username,Role,AttendeeType,First join,Last leave,Total time,Joins
,prkg.vdohk,Moderator,Integration,9/2/2021 9:52,9/2/2021 10:53,1:00:31,1
,np4939521,Participant,Integration,9/2/2021 9:54,9/2/2021 10:53,0:59:04,1
,dv4135517,Participant,Integration,9/2/2021 9:56,9/2/2021 10:53,0:57:08,1
,ev4136307,Participant,Integration,9/2/2021 9:58,9/2/2021 10:53,0:54:16,1
,pp4231214,Participant,Integration,9/2/2021 9:59,9/2/2021 12:08,2:09:20,1
,le4035217,Participant,Integration,9/2/2021 9:59,9/2/2021 10:53,0:51:46,8
,pd4039515,Participant,Integration,9/2/2021 9:59,9/2/2021 10:53,0:54:17,1
,dd4135406,Participant,Integration,9/2/2021 9:59,9/2/2021 10:53,0:53:43,1
,pd4943963,Participant,Integration,9/2/2021 9:59,9/2/2021 10:53,0:54:16,1
,qd4937771,Participant,Integration,9/2/2021 10:00,9/2/2021 10:53,0:53:24,1
,pd4034697,Participant,Integration,9/2/2021 10:00,9/2/2021 10:53,0:52:55,1
,dp4243232,Participant,Integration,9/2/2021 10:00,9/2/2021 10:53,0:36:19,2
,rp4531436,Participant,Integration,9/2/2021 10:01,9/2/2021 10:53,0:51:58,1
,vd4130995,Participant,Integration,9/2/2021 10:01,9/2/2021 10:53,0:51:33,1
,bt4034812,Participant,Integration,9/2/2021 10:01,9/2/2021 10:53,0:51:24,1
,pv4135009,Participant,Integration,9/2/2021 10:02,9/2/2021 10:53,0:42:37,3
,dd4038512,Participant,Integration,9/2/2021 10:02,9/2/2021 10:53,0:50:40,2
,dl4131651,Participant,Integration,9/2/2021 10:02,9/2/2021 10:53,0:51:24,1
,pd4032315,Participant,Integration,9/2/2021 10:02,9/2/2021 11:08,1:05:00,4
,uf4943308,Participant,Integration,9/2/2021 10:02,9/2/2021 10:58,0:55:53,1
,dn4232885,Participant,Integration,9/2/2021 10:04,9/2/2021 10:53,0:48:34,1
,pp4931424,Participant,Integration,9/2/2021 10:09,9/2/2021 10:53,0:44:15,1
,pb4932040,Participant,Integration,9/2/2021 10:10,9/2/2021 10:53,0:43:53,1
,bd4134214,Participant,Integration,9/2/2021 10:10,9/2/2021 10:53,0:42:41,1
,pg4847363,Participant,Integration,9/2/2021 10:11,9/2/2021 11:06,0:55:01,1
,dn4138235,Participant,Integration,9/2/2021 10:12,9/2/2021 10:53,0:41:00,1
,ws4236779,Participant,Integration,9/2/2021 10:12,9/2/2021 10:53,0:40:39,1
,vh4037572,Participant,Integration,9/2/2021 10:13,9/2/2021 10:53,0:38:27,3
,vc4031009,Participant,Integration,9/2/2021 10:14,9/2/2021 10:53,0:39:19,1
,ud4844155,Participant,Integration,9/2/2021 10:16,9/2/2021 10:53,0:36:36,2
,pd4037567,Participant,Integration,9/2/2021 10:30,9/2/2021 10:53,0:23:11,1
