Name,Username,Role,AttendeeType,First join,Last leave,Total time,Joins
,le4035217,Participant,Integration,8/24/2021 9:53,8/24/2021 10:56,1:00:01,6
,dp4243232,Participant,Integration,8/24/2021 9:55,8/24/2021 10:56,1:00:56,1
,qd4937771,Participant,Integration,8/24/2021 9:57,8/24/2021 10:56,0:58:57,1
,uf4943308,Participant,Integration,8/24/2021 9:57,8/24/2021 10:56,0:59:13,2
,vd4130995,Participant,Integration,8/24/2021 9:58,8/24/2021 10:55,0:57:15,1
,rp4531436,Participant,Integration,8/24/2021 9:58,8/24/2021 10:56,0:56:49,2
,dv4135517,Participant,Integration,8/24/2021 9:58,8/24/2021 10:56,0:57:18,1
,pd4032315,Participant,Integration,8/24/2021 9:58,8/24/2021 10:55,0:56:48,2
,pd4039515,Participant,Integration,8/24/2021 9:59,8/24/2021 10:56,0:57:02,1
,pp4231214,Participant,Integration,8/24/2021 9:59,8/24/2021 10:56,0:57:31,1
,dd4135406,Participant,Integration,8/24/2021 9:59,8/24/2021 10:56,0:56:47,1
,pg4847363,Participant,Integration,8/24/2021 9:59,8/24/2021 10:55,0:56:23,1
,prkg.vdohk,Moderator,Integration,8/24/2021 9:59,8/24/2021 10:56,0:56:40,1
,pd4137349,Participant,Integration,8/24/2021 10:00,8/24/2021 10:55,0:55:48,1
,np4939521,Participant,Integration,8/24/2021 10:00,8/24/2021 10:55,0:55:34,1
,ev4136307,Participant,Integration,8/24/2021 10:00,8/24/2021 10:55,0:55:25,1
,dn4138235,Participant,Integration,8/24/2021 10:00,8/24/2021 10:56,0:55:49,1
,pd4034697,Participant,Integration,8/24/2021 10:00,8/24/2021 10:55,0:55:17,1
,bt4034812,Participant,Integration,8/24/2021 10:01,8/24/2021 10:56,0:54:46,2
,pd4943963,Participant,Integration,8/24/2021 10:02,8/24/2021 10:57,0:55:24,1
,ud4844155,Participant,Integration,8/24/2021 10:02,8/24/2021 10:55,0:52:55,2
,pp4931424,Participant,Integration,8/24/2021 10:03,8/24/2021 10:56,0:52:59,1
,vc4031009,Participant,Integration,8/24/2021 10:03,8/24/2021 10:55,0:52:10,1
,dk4139219,Participant,Integration,8/24/2021 10:03,8/24/2021 10:55,0:52:04,1
,vh4037572,Participant,Integration,8/24/2021 10:04,8/24/2021 10:55,0:51:06,1
,ws4236779,Participant,Integration,8/24/2021 10:09,8/24/2021 10:56,0:47:11,1
,pv4135009,Participant,Integration,8/24/2021 10:10,8/24/2021 10:55,0:45:05,1
,bd4134214,Participant,Integration,8/24/2021 10:10,8/24/2021 10:55,0:44:31,1
,pb4932040,Participant,Integration,8/24/2021 10:11,8/24/2021 10:56,0:44:26,2
,dd4038512,Participant,Integration,8/24/2021 10:11,8/24/2021 11:02,0:50:46,1
,pd4037567,Participant,Integration,8/24/2021 10:21,8/24/2021 11:52,1:31:24,1
