Name,Username,Role,AttendeeType,First join,Last leave,Total time,Joins
,prkg.vdohk,Moderator,Integration,9/14/2021 9:54,9/14/2021 10:55,1:01:09,1
,dv4135517,Participant,Integration,9/14/2021 9:57,9/14/2021 10:55,0:57:57,1
,bt4034812,Participant,Integration,9/14/2021 9:58,9/14/2021 10:55,0:56:40,1
,pp4231214,Participant,Integration,9/14/2021 9:58,9/14/2021 11:05,1:06:07,1
,ev4136307,Participant,Integration,9/14/2021 9:59,9/14/2021 10:55,0:56:29,1
,qd4937771,Participant,Integration,9/14/2021 9:59,9/14/2021 10:55,0:56:26,1
,le4035217,Participant,Integration,9/14/2021 9:59,9/14/2021 10:55,0:55:51,1
,uf4943308,Participant,Integration,9/14/2021 9:59,9/14/2021 11:39,1:40:22,1
,dn4232885,Participant,Integration,9/14/2021 9:59,9/14/2021 10:55,0:55:57,1
,dp4243232,Participant,Integration,9/14/2021 10:00,9/14/2021 10:55,0:55:02,1
,pd4034697,Participant,Integration,9/14/2021 10:01,9/14/2021 10:55,0:54:04,1
,pd4039515,Participant,Integration,9/14/2021 10:01,9/14/2021 10:55,0:53:33,1
,dd4038512,Participant,Integration,9/14/2021 10:02,9/14/2021 11:04,1:02:46,1
,rp4531436,Participant,Integration,9/14/2021 10:02,9/14/2021 10:56,0:54:00,1
,pp4931424,Participant,Integration,9/14/2021 10:03,9/14/2021 10:55,0:52:30,1
,dl4131651,Participant,Integration,9/14/2021 10:03,9/14/2021 10:55,0:52:19,1
,pg4847363,Participant,Integration,9/14/2021 10:03,9/14/2021 10:55,0:46:33,2
,vc4031009,Participant,Integration,9/14/2021 10:04,9/14/2021 11:01,0:57:26,1
,id4035504,Participant,Integration,9/14/2021 10:04,9/14/2021 11:05,0:45:13,2
,ws4236779,Participant,Integration,9/14/2021 10:08,9/14/2021 10:56,0:47:09,1
,dn4138235,Participant,Integration,9/14/2021 10:10,9/14/2021 11:06,0:56:13,1
,pd4943963,Participant,Integration,9/14/2021 10:11,9/14/2021 10:55,0:43:14,2
,dk4139219,Participant,Integration,9/14/2021 10:11,9/14/2021 10:55,0:42:28,4
,ud4844155,Participant,Integration,9/14/2021 10:13,9/14/2021 13:02,2:43:45,4
,dd4135406,Participant,Integration,9/14/2021 10:13,9/14/2021 10:55,0:41:40,1
,pd4137349,Participant,Integration,9/14/2021 10:13,9/14/2021 10:55,0:41:35,1
,vh4037572,Participant,Integration,9/14/2021 10:16,9/14/2021 10:55,0:37:40,4
,bd4134214,Participant,Integration,9/14/2021 10:20,9/14/2021 10:55,0:35:25,1
,pd4032315,Participant,Integration,9/14/2021 10:22,9/14/2021 10:55,0:33:05,1
