Name,Username,Role,AttendeeType,First join,Last leave,Total time,Joins
,vd4130995,Participant,Integration,9/12/2021 9:46,9/12/2021 10:51,1:05:25,1
,pd4039515,Participant,Integration,9/12/2021 9:55,9/12/2021 10:53,0:57:51,1
,dv4135517,Participant,Integration,9/12/2021 9:58,9/12/2021 10:54,0:56:11,1
,ev4136307,Participant,Integration,9/12/2021 9:58,9/12/2021 10:51,0:53:19,1
,qd4937771,Participant,Integration,9/12/2021 9:58,9/12/2021 10:54,0:55:30,1
,le4035217,Participant,Integration,9/12/2021 9:59,9/12/2021 10:54,0:54:59,3
,prkg.vdohk,Moderator,Integration,9/12/2021 9:59,9/12/2021 10:54,0:54:41,1
,dp4243232,Participant,Integration,9/12/2021 10:00,9/12/2021 10:52,0:51:52,1
,uf4943308,Participant,Integration,9/12/2021 10:00,9/12/2021 10:56,0:54:28,4
,pd4137349,Participant,Integration,9/12/2021 10:01,9/12/2021 10:52,0:50:21,1
,rp4531436,Participant,Integration,9/12/2021 10:02,9/12/2021 10:53,0:51:34,1
,vc4031009,Participant,Integration,9/12/2021 10:02,9/12/2021 10:53,0:51:14,1
,pp4931424,Participant,Integration,9/12/2021 10:03,9/12/2021 10:52,0:48:29,1
,ws4236779,Participant,Integration,9/12/2021 10:03,9/12/2021 10:55,0:51:37,1
,pp4231214,Participant,Integration,9/12/2021 10:03,9/12/2021 10:54,0:50:44,1
,ud4844155,Participant,Integration,9/12/2021 10:04,9/12/2021 10:52,0:38:37,3
,dn4232885,Participant,Integration,9/12/2021 10:05,9/12/2021 10:53,0:48:14,1
,pg4847363,Participant,Integration,9/12/2021 10:05,9/12/2021 10:51,0:46:43,1
,dl4131651,Participant,Integration,9/12/2021 10:06,9/12/2021 10:52,0:45:22,1
,pd4034697,Participant,Integration,9/12/2021 10:06,9/12/2021 10:46,0:40:10,1
,dd4135406,Participant,Integration,9/12/2021 10:08,9/12/2021 10:42,0:34:01,1
,dd4038512,Participant,Integration,9/12/2021 10:09,9/12/2021 13:11,3:01:34,1
,bd4134214,Participant,Integration,9/12/2021 10:16,9/12/2021 10:53,0:32:47,3
,vh4037572,Participant,Integration,9/12/2021 10:27,9/12/2021 10:38,0:10:34,1
