Name,Username,Role,AttendeeType,First join,Last leave,Total time,Joins
,vd4130995,Participant,Integration,8/31/2021 9:46,8/31/2021 10:55,1:09:34,1
,prkg.vdohk,Moderator,Integration,8/31/2021 9:49,8/31/2021 10:56,1:05:47,2
,qd4937771,Participant,Integration,8/31/2021 9:50,8/31/2021 10:56,1:05:37,1
,dv4135517,Participant,Integration,8/31/2021 9:55,8/31/2021 10:56,1:00:11,2
,pd4032315,Participant,Integration,8/31/2021 9:56,8/31/2021 10:56,0:59:46,3
,le4035217,Participant,Integration,8/31/2021 9:56,8/31/2021 10:55,0:58:57,1
,rp4531436,Participant,Integration,8/31/2021 9:57,8/31/2021 10:56,0:59:24,1
,ev4136307,Participant,Integration,8/31/2021 9:57,8/31/2021 10:55,0:58:10,1
,dp4243232,Participant,Integration,8/31/2021 10:00,8/31/2021 10:56,0:55:24,3
,bd4134214,Participant,Integration,8/31/2021 10:00,8/31/2021 10:55,0:55:04,1
,pd4039515,Participant,Integration,8/31/2021 10:00,8/31/2021 10:56,0:55:36,1
,bt4034812,Participant,Integration,8/31/2021 10:01,8/31/2021 10:56,0:54:43,1
,pd4034697,Participant,Integration,8/31/2021 10:01,8/31/2021 10:56,0:54:31,1
,dd4135406,Participant,Integration,8/31/2021 10:02,8/31/2021 10:56,0:54:17,1
,dn4138235,Participant,Integration,8/31/2021 10:02,8/31/2021 10:56,0:53:48,1
,ud4844155,Participant,Integration,8/31/2021 10:03,8/31/2021 10:56,0:51:42,5
,uf4943308,Participant,Integration,8/31/2021 10:03,8/31/2021 12:15,2:11:59,1
,id4035504,Participant,Integration,8/31/2021 10:04,8/31/2021 10:54,0:31:34,2
,ws4236779,Participant,Integration,8/31/2021 10:05,8/31/2021 10:56,0:50:31,1
,dl4131651,Participant,Integration,8/31/2021 10:06,8/31/2021 10:56,0:50:24,1
,dn4232885,Participant,Integration,8/31/2021 10:06,8/31/2021 10:56,0:49:35,1
,pv4135009,Participant,Integration,8/31/2021 10:06,8/31/2021 10:56,0:49:32,1
,pp4231214,Participant,Integration,8/31/2021 10:07,8/31/2021 10:55,0:48:26,1
,pg4847363,Participant,Integration,8/31/2021 10:07,8/31/2021 10:55,0:48:25,2
,dk4139219,Participant,Integration,8/31/2021 10:09,8/31/2021 10:55,0:46:24,1
,pp4931424,Participant,Integration,8/31/2021 10:09,8/31/2021 10:56,0:46:25,1
,dd4038512,Participant,Integration,8/31/2021 10:09,8/31/2021 11:10,1:00:50,1
,pd4943963,Participant,Integration,8/31/2021 10:16,8/31/2021 10:56,0:20:21,5
,pd4137349,Participant,Integration,8/31/2021 10:16,8/31/2021 10:52,0:36:02,1
,vh4037572,Participant,Integration,8/31/2021 10:21,8/31/2021 10:56,0:34:54,1
