Name,Username,Role,AttendeeType,First join,Last leave,Total time,Joins
,pd4039515,Participant,Integration,9/9/2021 9:54,9/9/2021 10:52,0:58:02,1
,vd4130995,Participant,Integration,9/9/2021 9:54,9/9/2021 10:51,0:57:22,1
,dp4243232,Participant,Integration,9/9/2021 9:56,9/9/2021 10:51,0:53:03,2
,prkg.vdohk,Moderator,Integration,9/9/2021 9:57,9/9/2021 10:52,0:55:06,1
,ql4932921,Participant,Integration,9/9/2021 9:58,9/9/2021 10:52,0:53:25,1
,ev4136307,Participant,Integration,9/9/2021 9:58,9/9/2021 10:51,0:52:29,1
,pp4231214,Participant,Integration,9/9/2021 9:59,9/9/2021 10:57,0:58:23,2
,dv4135517,Participant,Integration,9/9/2021 10:00,9/9/2021 10:52,0:51:53,1
,uf4943308,Participant,Integration,9/9/2021 10:00,9/9/2021 11:48,1:48:23,1
,bt4034812,Participant,Integration,9/9/2021 10:00,9/9/2021 10:51,0:51:12,1
,vc4031009,Participant,Integration,9/9/2021 10:01,9/9/2021 10:52,0:50:45,1
,dl4131651,Participant,Integration,9/9/2021 10:01,9/9/2021 10:52,0:50:49,1
,dk4139219,Participant,Integration,9/9/2021 10:01,9/9/2021 10:51,0:45:36,2
,rp4531436,Participant,Integration,9/9/2021 10:01,9/9/2021 10:58,0:57:23,1
,pp4931424,Participant,Integration,9/9/2021 10:01,9/9/2021 10:51,0:50:23,1
,dn4232885,Participant,Integration,9/9/2021 10:02,9/9/2021 10:51,0:48:54,1
,dd4135406,Participant,Integration,9/9/2021 10:02,9/9/2021 10:54,0:52:07,1
,ud4844155,Participant,Integration,9/9/2021 10:03,9/9/2021 10:52,0:48:33,2
,ws4236779,Participant,Integration,9/9/2021 10:04,9/9/2021 10:51,0:47:02,1
,pd4943963,Participant,Integration,9/9/2021 10:05,9/9/2021 10:52,0:46:08,1
,bd4134214,Participant,Integration,9/9/2021 10:08,9/9/2021 10:51,0:43:10,1
,pd4034697,Participant,Integration,9/9/2021 10:08,9/9/2021 10:51,0:42:55,1
,pd4037567,Participant,Integration,9/9/2021 10:11,9/9/2021 10:51,0:40:28,2
,dn4138235,Participant,Integration,9/9/2021 10:13,9/9/2021 10:51,0:38:29,1
,qd4937771,Participant,Integration,9/9/2021 10:15,9/9/2021 10:52,0:36:33,1
,pd4137349,Participant,Integration,9/9/2021 10:25,9/9/2021 10:48,0:22:06,1
,pd4032315,Participant,Integration,9/9/2021 10:35,9/9/2021 10:56,0:20:29,1
