Name,Username,Role,AttendeeType,First join,Last leave,Total time,Joins
,dd4038512,Participant,Integration,8/15/2021 9:49,8/15/2021 10:53,0:55:57,2
,prkg.vdohk,Moderator,Integration,8/15/2021 9:52,8/15/2021 10:55,1:02:46,1
,vd4130995,Participant,Integration,8/15/2021 9:55,8/15/2021 10:53,0:57:59,1
,le4035217,Participant,Integration,8/15/2021 9:57,8/15/2021 10:54,0:56:40,1
,pd4032315,Participant,Integration,8/15/2021 9:58,8/15/2021 10:53,0:53:59,5
,pd4039515,Participant,Integration,8/15/2021 9:58,8/15/2021 10:53,0:55:02,1
,dv4135517,Participant,Integration,8/15/2021 9:58,8/15/2021 10:55,0:56:40,1
,dp4133259,Participant,Integration,8/15/2021 9:59,8/15/2021 10:23,0:24:27,1
,qd4937771,Participant,Integration,8/15/2021 9:59,8/15/2021 10:53,0:53:41,1
,dp4243232,Participant,Integration,8/15/2021 9:59,8/15/2021 10:53,0:53:36,1
,pg4847363,Participant,Integration,8/15/2021 10:00,8/15/2021 10:53,0:53:03,1
,bd4134214,Participant,Integration,8/15/2021 10:01,8/15/2021 10:53,0:52:20,1
,bt4034812,Participant,Integration,8/15/2021 10:01,8/15/2021 10:53,0:52:27,1
,np4939521,Participant,Integration,8/15/2021 10:01,8/15/2021 10:53,0:52:10,1
,dn4138235,Participant,Integration,8/15/2021 10:01,8/15/2021 10:53,0:51:58,1
,pd4037567,Participant,Integration,8/15/2021 10:01,8/15/2021 10:53,0:51:57,1
,ql4932921,Participant,Integration,8/15/2021 10:01,8/15/2021 10:54,0:52:31,1
,pp4931424,Participant,Integration,8/15/2021 10:01,8/15/2021 10:53,0:51:49,1
,dk4139219,Participant,Integration,8/15/2021 10:01,8/15/2021 10:53,0:51:42,1
,vh4037572,Participant,Integration,8/15/2021 10:02,8/15/2021 10:57,0:54:57,1
,id4035504,Participant,Integration,8/15/2021 10:02,8/15/2021 11:06,1:03:33,1
,ws4236779,Participant,Integration,8/15/2021 10:03,8/15/2021 10:53,0:50:21,1
,pv4135009,Participant,Integration,8/15/2021 10:03,8/15/2021 10:53,0:49:50,1
,ev4136307,Participant,Integration,8/15/2021 10:03,8/15/2021 10:53,0:49:31,1
,dd4135406,Participant,Integration,8/15/2021 10:10,8/15/2021 10:53,0:42:37,2
,ud4844155,Participant,Integration,8/15/2021 10:11,8/15/2021 10:53,0:41:19,3
