Name,Username,Role,AttendeeType,First join,Last leave,Total time,Joins
,uq4039461,Participant,Integration,9/5/2021 8:53,9/5/2021 9:54,1:00:58,5
,id4035381,Participant,Integration,9/5/2021 8:54,9/5/2021 9:55,1:00:48,1
,prkg.vdohk,Moderator,Integration,9/5/2021 8:55,9/5/2021 9:54,0:58:59,1
,qd4034669,Participant,Integration,9/5/2021 8:57,9/5/2021 9:55,0:58:06,1
,kh4138456,Participant,Integration,9/5/2021 8:57,9/5/2021 9:55,0:41:51,3
,pd4133939,Participant,Integration,9/5/2021 8:57,9/5/2021 9:54,0:56:45,1
,ph4136791,Participant,Integration,9/5/2021 8:57,9/5/2021 9:54,0:56:35,1
,vd4136613,Participant,Integration,9/5/2021 8:58,9/5/2021 9:54,0:55:54,1
,uh4034202,Participant,Integration,9/5/2021 8:58,9/5/2021 9:54,0:55:43,1
,qd4133786,Participant,Integration,9/5/2021 8:59,9/5/2021 9:54,0:55:54,1
,pk4133115,Participant,Integration,9/5/2021 8:59,9/5/2021 9:54,0:55:10,1
,kd4737194,Participant,Integration,9/5/2021 9:01,9/5/2021 9:54,0:53:29,2
,dd4133816,Participant,Integration,9/5/2021 9:01,9/5/2021 9:54,0:53:16,1
,pd4134037,Participant,Integration,9/5/2021 9:01,9/5/2021 9:54,0:53:00,1
,qd4034774,Participant,Integration,9/5/2021 9:01,9/5/2021 9:55,0:50:57,4
,kk4932927,Participant,Integration,9/5/2021 9:01,9/5/2021 9:54,0:52:31,1
,dh4133165,Participant,Integration,9/5/2021 9:01,9/5/2021 9:54,0:52:46,1
,id4034975,Participant,Integration,9/5/2021 9:02,9/5/2021 9:54,0:51:23,2
,kd4133686,Participant,Integration,9/5/2021 9:03,9/5/2021 9:54,0:49:36,9
,pd4134894,Participant,Integration,9/5/2021 9:03,9/5/2021 9:54,0:50:50,1
,od4133911,Participant,Integration,9/5/2021 9:04,9/5/2021 9:55,0:50:13,1
,gk4133101,Participant,Integration,9/5/2021 9:07,9/5/2021 9:54,0:46:55,1
,ip4037776,Participant,Integration,9/5/2021 9:14,9/5/2021 9:54,0:40:19,1
,dw4135370,Participant,Integration,9/5/2021 9:15,9/5/2021 9:55,0:39:29,3
,qd4037796,Participant,Integration,9/5/2021 9:24,9/5/2021 9:55,0:31:40,2
,pd4133901,Participant,Integration,9/5/2021 9:42,9/5/2021 9:54,0:11:50,1
,pd4034674,Participant,Integration,9/5/2021 9:44,9/5/2021 9:54,0:10:19,1
