Name,Username,Role,AttendeeType,First join,Last leave,Total time,Joins
,kk4932927,Participant,Integration,8/17/2021 8:55,8/17/2021 9:51,0:56:02,1
,prkg.vdohk,Moderator,Integration,8/17/2021 8:56,8/17/2021 9:52,0:55:49,1
,kh4138456,Participant,Integration,8/17/2021 8:56,8/17/2021 9:52,0:55:41,1
,qd4034774,Participant,Integration,8/17/2021 8:58,8/17/2021 9:51,0:53:11,1
,uh4034202,Participant,Integration,8/17/2021 8:59,8/17/2021 9:52,0:52:54,1
,pd4034674,Participant,Integration,8/17/2021 8:59,8/17/2021 9:51,0:51:40,3
,dd4133816,Participant,Integration,8/17/2021 8:59,8/17/2021 9:51,0:32:46,3
,pk4133115,Participant,Integration,8/17/2021 9:00,8/17/2021 9:52,0:52:00,1
,kd4737194,Participant,Integration,8/17/2021 9:01,8/17/2021 9:51,0:50:43,1
,dw4135370,Participant,Integration,8/17/2021 9:01,8/17/2021 9:51,0:50:38,1
,ip4037776,Participant,Integration,8/17/2021 9:01,8/17/2021 9:51,0:50:06,1
,id4035381,Participant,Integration,8/17/2021 9:01,8/17/2021 9:52,0:50:24,1
,pd4133939,Participant,Integration,8/17/2021 9:01,8/17/2021 9:51,0:47:30,6
,id4034975,Participant,Integration,8/17/2021 9:02,8/17/2021 9:51,0:49:10,1
,ph4136791,Participant,Integration,8/17/2021 9:03,8/17/2021 9:51,0:48:38,1
,vd4136613,Participant,Integration,8/17/2021 9:03,8/17/2021 9:51,0:46:01,3
,gd4234975,Participant,Integration,8/17/2021 9:04,8/17/2021 9:51,0:47:17,1
,qd4034669,Participant,Integration,8/17/2021 9:04,8/17/2021 9:52,0:47:07,1
,pd4134894,Participant,Integration,8/17/2021 9:05,8/17/2021 9:52,0:46:39,1
,uq4039461,Participant,Integration,8/17/2021 9:05,8/17/2021 9:52,0:46:31,3
,qd4133786,Participant,Integration,8/17/2021 9:06,8/17/2021 9:52,0:43:25,5
,id4843046,Participant,Integration,8/17/2021 9:07,8/17/2021 9:51,0:44:31,1
,kd4133686,Participant,Integration,8/17/2021 9:07,8/17/2021 9:52,0:44:50,1
,dh4133165,Participant,Integration,8/17/2021 9:08,8/17/2021 9:54,0:45:57,1
,pd4134037,Participant,Integration,8/17/2021 9:08,8/17/2021 9:52,0:43:56,1
,od4133911,Participant,Integration,8/17/2021 9:08,8/17/2021 9:52,0:43:15,2
,pd4133901,Participant,Integration,8/17/2021 9:11,8/17/2021 9:52,0:40:45,2
,gk4133101,Participant,Integration,8/17/2021 9:13,8/17/2021 9:51,0:33:36,8
,vd4234976,Participant,Integration,8/17/2021 9:18,8/17/2021 9:52,0:33:41,3
