Name,Username,Role,AttendeeType,First join,Last leave,Total time,Joins
,vv4136849,Participant,Integration,8/15/2021 8:54,8/15/2021 9:50,0:56:27,1
,prkg.vdohk,Moderator,Integration,8/15/2021 8:54,8/15/2021 9:50,0:56:08,1
,qd4034774,Participant,Integration,8/15/2021 8:56,8/15/2021 9:49,0:48:37,13
,id4035381,Participant,Integration,8/15/2021 8:56,8/15/2021 9:50,0:53:24,2
,qd4034669,Participant,Integration,8/15/2021 8:56,8/15/2021 9:50,0:53:46,1
,np4037661,Participant,Integration,8/15/2021 8:56,8/15/2021 9:49,0:52:41,1
,ip4037776,Participant,Integration,8/15/2021 8:58,8/15/2021 9:49,0:51:00,2
,qd4133786,Participant,Integration,8/15/2021 8:59,8/15/2021 9:49,0:50:41,1
,dd4133816,Participant,Integration,8/15/2021 8:59,8/15/2021 9:49,0:50:40,1
,pk4133115,Participant,Integration,8/15/2021 8:59,8/15/2021 9:49,0:49:52,1
,dh4133165,Participant,Integration,8/15/2021 8:59,8/15/2021 9:49,0:49:32,2
,kk4932927,Participant,Integration,8/15/2021 9:01,8/15/2021 9:49,0:47:46,1
,vd4234976,Participant,Integration,8/15/2021 9:01,8/15/2021 9:49,0:47:17,5
,pd4133939,Participant,Integration,8/15/2021 9:01,8/15/2021 9:49,0:47:35,1
,pm4130824,Participant,Integration,8/15/2021 9:02,8/15/2021 9:49,0:47:11,1
,kd4737194,Participant,Integration,8/15/2021 9:02,8/15/2021 9:49,0:46:52,1
,pd4134037,Participant,Integration,8/15/2021 9:03,8/15/2021 9:49,0:45:56,2
,pd4134894,Participant,Integration,8/15/2021 9:04,8/15/2021 9:50,0:46:06,1
,gk4133101,Participant,Integration,8/15/2021 9:04,8/15/2021 9:49,0:44:36,3
,dw4135370,Participant,Integration,8/15/2021 9:07,8/15/2021 9:50,0:42:41,1
,od4133911,Participant,Integration,8/15/2021 9:08,8/15/2021 9:50,0:42:00,1
,kd4133686,Participant,Integration,8/15/2021 9:09,8/15/2021 9:50,0:41:09,1
,id4034975,Participant,Integration,8/15/2021 9:09,8/15/2021 9:50,0:39:28,2
,uh4034202,Participant,Integration,8/15/2021 9:09,8/15/2021 9:50,0:40:54,1
,kh4138456,Participant,Integration,8/15/2021 9:09,8/15/2021 9:53,0:43:00,1
,pd4034674,Participant,Integration,8/15/2021 9:10,8/15/2021 9:50,0:40:19,1
,ph4136791,Participant,Integration,8/15/2021 9:14,8/15/2021 9:49,0:35:18,1
,gd4234975,Participant,Integration,8/15/2021 9:23,8/15/2021 9:49,0:25:25,1
,vd4136613,Participant,Integration,8/15/2021 9:36,8/15/2021 9:51,0:15:01,2
