Name,Username,Role,AttendeeType,First join,Last leave,Total time,Joins
,id4035381,Participant,Integration,9/14/2021 8:51,9/14/2021 9:54,1:02:47,1
,ph4136791,Participant,Integration,9/14/2021 8:54,9/14/2021 9:53,0:59:17,1
,dh4133165,Participant,Integration,9/14/2021 8:58,9/14/2021 9:53,0:54:43,3
,qd4034774,Participant,Integration,9/14/2021 8:58,9/14/2021 9:53,0:54:43,1
,pd4134037,Participant,Integration,9/14/2021 9:00,9/14/2021 9:53,0:52:50,1
,prkg.vdohk,Moderator,Integration,9/14/2021 9:01,9/14/2021 9:53,0:52:26,1
,kd4737194,Participant,Integration,9/14/2021 9:01,9/14/2021 9:53,0:51:19,1
,id4034975,Participant,Integration,9/14/2021 9:01,9/14/2021 9:53,0:48:58,3
,qd4034669,Participant,Integration,9/14/2021 9:02,9/14/2021 9:53,0:50:54,3
,gk4133101,Participant,Integration,9/14/2021 9:02,9/14/2021 9:53,0:51:12,1
,uq4039461,Participant,Integration,9/14/2021 9:02,9/14/2021 9:53,0:50:37,1
,qd4133786,Participant,Integration,9/14/2021 9:03,9/14/2021 9:53,0:50:45,1
,pd4133939,Participant,Integration,9/14/2021 9:06,9/14/2021 9:53,0:47:05,1
,uh4034202,Participant,Integration,9/14/2021 9:07,9/14/2021 9:53,0:46:25,1
,pd4134894,Participant,Integration,9/14/2021 9:09,9/14/2021 9:53,0:44:30,1
,dw4135370,Participant,Integration,9/14/2021 9:10,9/14/2021 9:53,0:42:39,1
,kh4138456,Participant,Integration,9/14/2021 9:11,9/14/2021 9:53,0:41:58,1
,od4133911,Participant,Integration,9/14/2021 9:12,9/14/2021 9:53,0:41:29,1
,pk4133115,Participant,Integration,9/14/2021 9:12,9/14/2021 9:55,0:43:01,1
,qd4037796,Participant,Integration,9/14/2021 9:13,9/14/2021 9:53,0:39:36,1
,kk4932927,Participant,Integration,9/14/2021 9:20,9/14/2021 9:53,0:33:28,1
,vd4136613,Participant,Integration,9/14/2021 9:25,9/14/2021 9:53,0:27:24,2
,id4843046,Participant,Integration,9/14/2021 9:27,9/14/2021 9:56,0:28:40,1
,pd4034674,Participant,Integration,9/14/2021 9:30,9/14/2021 9:53,0:21:25,2
,dd4133816,Participant,Integration,9/14/2021 9:41,9/14/2021 9:53,0:11:46,1
,ip4037776,Participant,Integration,9/14/2021 9:45,9/14/2021 9:53,0:07:46,1
,pd4133901,Participant,Integration,9/14/2021 9:46,9/14/2021 9:53,0:06:17,1
