Name,Username,Role,AttendeeType,First join,Last leave,Total time,Joins
,prkg.vdohk,Moderator,Integration,8/26/2021 8:55,8/26/2021 9:52,0:56:46,1
,id4035381,Participant,Integration,8/26/2021 8:56,8/26/2021 9:52,0:56:10,1
,dh4133165,Participant,Integration,8/26/2021 8:58,8/26/2021 9:52,0:53:48,1
,id4034975,Participant,Integration,8/26/2021 8:59,8/26/2021 9:52,0:53:42,1
,vd4136613,Participant,Integration,8/26/2021 8:59,8/26/2021 9:52,0:52:52,1
,qd4034669,Participant,Integration,8/26/2021 9:00,8/26/2021 9:52,0:52:07,1
,kd4737194,Participant,Integration,8/26/2021 9:00,8/26/2021 9:52,0:51:34,1
,qd4034774,Participant,Integration,8/26/2021 9:01,8/26/2021 9:52,0:50:32,1
,kh4138456,Participant,Integration,8/26/2021 9:01,8/26/2021 9:52,0:50:35,1
,pk4133115,Participant,Integration,8/26/2021 9:02,8/26/2021 9:52,0:50:01,1
,pd4133939,Participant,Integration,8/26/2021 9:03,8/26/2021 9:52,0:48:56,1
,gk4133101,Participant,Integration,8/26/2021 9:03,8/26/2021 9:51,0:48:25,1
,uh4034202,Participant,Integration,8/26/2021 9:03,8/26/2021 9:51,0:48:03,2
,kk4932927,Participant,Integration,8/26/2021 9:06,8/26/2021 9:52,0:45:37,1
,id4843046,Participant,Integration,8/26/2021 9:06,8/26/2021 9:52,0:45:30,1
,qd4133786,Participant,Integration,8/26/2021 9:07,8/26/2021 9:52,0:44:56,1
,uq4039461,Participant,Integration,8/26/2021 9:07,8/26/2021 9:59,0:51:54,1
,pd4133901,Participant,Integration,8/26/2021 9:08,8/26/2021 9:52,0:43:53,1
,od4133911,Participant,Integration,8/26/2021 9:08,8/26/2021 9:52,0:43:51,1
,pd4134894,Participant,Integration,8/26/2021 9:17,8/26/2021 9:52,0:35:10,1
,dd4133816,Participant,Integration,8/26/2021 9:21,8/26/2021 9:52,0:30:23,2
,ip4037776,Participant,Integration,8/26/2021 9:24,8/26/2021 9:52,0:27:35,1
,qd4037796,Participant,Integration,8/26/2021 9:33,8/26/2021 9:52,0:18:35,2
,kd4133686,Participant,Integration,8/26/2021 9:34,8/26/2021 9:52,0:17:50,1
,pd4134037,Participant,Integration,8/26/2021 9:45,8/26/2021 9:52,0:06:39,1
