Name,Username,Role,AttendeeType,First join,Last leave,Total time,Joins
,id4035381,Participant,Integration,9/9/2021 8:52,9/9/2021 9:54,0:58:44,3
,prkg.vdohk,Moderator,Integration,9/9/2021 8:55,9/9/2021 9:54,0:58:56,1
,qd4133786,Participant,Integration,9/9/2021 8:56,9/9/2021 9:54,0:58:08,1
,dd4133816,Participant,Integration,9/9/2021 8:57,9/9/2021 9:54,0:57:03,1
,uh4034202,Participant,Integration,9/9/2021 8:59,9/9/2021 9:54,0:55:00,1
,gk4133101,Participant,Integration,9/9/2021 8:59,9/9/2021 9:54,0:54:40,1
,dh4133165,Participant,Integration,9/9/2021 9:00,9/9/2021 9:55,0:55:33,2
,kh4138456,Participant,Integration,9/9/2021 9:00,9/9/2021 9:54,0:34:02,5
,kd4737194,Participant,Integration,9/9/2021 9:01,9/9/2021 9:54,0:52:58,3
,dw4135370,Participant,Integration,9/9/2021 9:01,9/9/2021 10:00,0:59:02,1
,qd4034774,Participant,Integration,9/9/2021 9:01,9/9/2021 9:54,0:51:18,5
,pd4134037,Participant,Integration,9/9/2021 9:03,9/9/2021 9:54,0:51:19,1
,qd4034669,Participant,Integration,9/9/2021 9:03,9/9/2021 9:54,0:51:05,1
,id4034975,Participant,Integration,9/9/2021 9:03,9/9/2021 9:56,0:52:26,2
,pd4134894,Participant,Integration,9/9/2021 9:04,9/9/2021 9:54,0:50:40,1
,kd4133686,Participant,Integration,9/9/2021 9:08,9/9/2021 9:54,0:44:47,9
,od4133911,Participant,Integration,9/9/2021 9:09,9/9/2021 9:54,0:45:12,1
,ip4037776,Participant,Integration,9/9/2021 9:13,9/9/2021 9:54,0:41:12,1
,qd4037796,Participant,Integration,9/9/2021 9:18,9/9/2021 9:55,0:36:17,1
,pd4133901,Participant,Integration,9/9/2021 9:29,9/9/2021 9:54,0:24:36,2
