Name,Username,Role,AttendeeType,First join,Last leave,Total time,Joins
,prkg.vdohk,Moderator,Integration,8/29/2021 8:55,8/29/2021 9:53,0:57:17,2
,kd4737194,Participant,Integration,8/29/2021 8:56,8/29/2021 9:52,0:56:00,1
,ph4136791,Participant,Integration,8/29/2021 8:57,8/29/2021 9:52,0:55:29,1
,id4035381,Participant,Integration,8/29/2021 8:57,8/29/2021 9:53,0:55:42,1
,pk4133115,Participant,Integration,8/29/2021 8:57,8/29/2021 9:52,0:54:55,1
,qd4034669,Participant,Integration,8/29/2021 8:57,8/29/2021 9:52,0:54:15,2
,kh4138456,Participant,Integration,8/29/2021 8:58,8/29/2021 9:52,0:54:13,4
,dw4135370,Participant,Integration,8/29/2021 8:59,8/29/2021 9:52,0:53:18,1
,gk4133101,Participant,Integration,8/29/2021 8:59,8/29/2021 9:52,0:53:07,1
,qd4133786,Participant,Integration,8/29/2021 8:59,8/29/2021 9:53,0:51:36,2
,pd4134037,Participant,Integration,8/29/2021 9:00,8/29/2021 9:52,0:52:13,1
,dh4133165,Participant,Integration,8/29/2021 9:00,8/29/2021 9:52,0:52:02,1
,qd4034774,Participant,Integration,8/29/2021 9:01,8/29/2021 9:52,0:50:50,1
,id4034975,Participant,Integration,8/29/2021 9:02,8/29/2021 9:52,0:50:37,1
,pd4133939,Participant,Integration,8/29/2021 9:03,8/29/2021 9:52,0:49:34,1
,kd4133686,Participant,Integration,8/29/2021 9:04,8/29/2021 9:52,0:47:51,8
,vd4136613,Participant,Integration,8/29/2021 9:04,8/29/2021 9:52,0:44:30,4
,pd4134894,Participant,Integration,8/29/2021 9:05,8/29/2021 9:53,0:47:56,1
,qd4037796,Participant,Integration,8/29/2021 9:05,8/29/2021 11:34,2:15:57,3
,uh4034202,Participant,Integration,8/29/2021 9:05,8/29/2021 9:52,0:46:48,1
,id4843046,Participant,Integration,8/29/2021 9:08,8/29/2021 9:52,0:44:30,1
,dd4133816,Participant,Integration,8/29/2021 9:09,8/29/2021 9:52,0:43:21,1
,od4133911,Participant,Integration,8/29/2021 9:10,8/29/2021 9:52,0:42:46,1
,pd4034674,Participant,Integration,8/29/2021 9:42,8/29/2021 9:52,0:09:56,1
